Numero sottocartelle totali: 7253
Sottocartelle vuote: 58
Skipped (not directories - years): 0
Skipped (not directories - videos): 0
Skipped frames (_0_ filter): 0
Wells unfiltered (unique keys): 7195
Removed: 355 wells (fewer than 250 frames)
Removed: 78 wells (outliers avg interval)
Valid wells: 6762

-- Per-well detailed stats --
Outliers (avg interval):
('D2014.09.25_S1119_I141', 1): avg=17.3, min=6.3@306, max=1089.1@186, sd=48.8, outliers=1
('D2014.10.27_S1148_I141', 12): avg=15.4, min=14.4@303, max=157.4@373, sd=5.8, outliers=8
('D2014.10.31_S1150_I141', 1): avg=15.1, min=7.3@563, max=43.7@169, sd=1.3, outliers=9
('D2014.10.31_S1150_I141', 2): avg=15.1, min=7.2@563, max=43.8@169, sd=1.3, outliers=9
('D2014.10.31_S1150_I141', 3): avg=15.1, min=7.2@563, max=43.8@169, sd=1.3, outliers=9
('D2014.10.31_S1150_I141', 4): avg=15.1, min=7.2@563, max=43.8@169, sd=1.3, outliers=9
('D2014.10.31_S1150_I141', 5): avg=15.1, min=6.4@649, max=43.8@169, sd=1.5, outliers=10
('D2014.10.31_S1150_I141', 6): avg=15.1, min=6.4@649, max=43.8@169, sd=1.5, outliers=10
('D2014.10.31_S1150_I141', 7): avg=15.1, min=6.4@649, max=43.8@169, sd=1.5, outliers=14
('D2014.10.31_S1150_I141', 8): avg=15.1, min=6.4@649, max=43.8@169, sd=1.5, outliers=14
('D2014.10.31_S1150_I141', 9): avg=15.1, min=6.4@649, max=43.9@169, sd=1.5, outliers=14
('D2014.10.31_S1150_I141', 10): avg=15.1, min=6.4@649, max=43.9@169, sd=1.5, outliers=14
('D2014.10.31_S1150_I141', 11): avg=15.1, min=6.4@649, max=43.9@169, sd=1.6, outliers=15
('D2014.10.31_S1150_I141', 12): avg=15.1, min=6.4@649, max=43.9@169, sd=1.6, outliers=15
('D2014.10.31_S1151_I141', 1): avg=15.1, min=7.7@559, max=41.5@161, sd=1.2, outliers=10
('D2014.10.31_S1151_I141', 2): avg=15.1, min=7.7@559, max=41.6@161, sd=1.2, outliers=10
('D2014.10.31_S1151_I141', 3): avg=15.1, min=7.7@559, max=41.6@161, sd=1.2, outliers=10
('D2014.10.31_S1151_I141', 4): avg=15.1, min=7.6@559, max=41.6@161, sd=1.2, outliers=10
('D2014.11.01_S1152_I141', 1): avg=15.1, min=8.1@301, max=35.8@79, sd=1.1, outliers=6
('D2014.11.01_S1152_I141', 2): avg=15.1, min=8.1@301, max=35.8@79, sd=1.1, outliers=6
('D2014.11.01_S1152_I141', 3): avg=15.1, min=8.1@301, max=35.8@79, sd=1.1, outliers=6
('D2014.11.01_S1152_I141', 4): avg=15.1, min=8.1@301, max=35.8@79, sd=1.1, outliers=8
('D2014.11.01_S1152_I141', 5): avg=15.1, min=8.0@301, max=35.6@79, sd=1.2, outliers=12
('D2014.11.01_S1152_I141', 6): avg=15.1, min=8.0@301, max=35.8@79, sd=1.2, outliers=12
('D2014.11.01_S1152_I141', 7): avg=15.1, min=8.0@301, max=35.8@79, sd=1.2, outliers=12
('D2014.11.01_S1152_I141', 8): avg=15.1, min=8.0@301, max=35.8@79, sd=1.2, outliers=12
('D2014.11.01_S1152_I141', 9): avg=15.1, min=8.0@301, max=35.8@79, sd=1.2, outliers=12
('D2014.11.01_S1152_I141', 10): avg=15.1, min=8.0@301, max=41.5@78, sd=1.4, outliers=13
('D2014.11.01_S1152_I141', 11): avg=15.1, min=8.0@301, max=41.6@78, sd=1.4, outliers=13
('D2014.11.01_S1152_I141', 12): avg=15.1, min=8.0@301, max=41.7@78, sd=1.4, outliers=13
('D2014.11.01_S1153_I141', 1): avg=15.1, min=14.6@343, max=43.5@78, sd=1.2, outliers=7
('D2014.11.01_S1153_I141', 2): avg=15.1, min=14.6@343, max=43.6@78, sd=1.2, outliers=7
('D2014.11.01_S1153_I141', 3): avg=15.1, min=14.3@568, max=43.7@78, sd=1.2, outliers=7
('D2014.11.01_S1153_I141', 4): avg=15.1, min=14.5@568, max=43.6@78, sd=1.2, outliers=7
('D2014.11.01_S1153_I141', 5): avg=15.1, min=14.5@568, max=43.6@78, sd=1.2, outliers=7
('D2014.11.01_S1153_I141', 6): avg=15.1, min=14.5@568, max=43.6@78, sd=1.2, outliers=7
('D2014.11.01_S1153_I141', 7): avg=15.1, min=14.5@568, max=43.7@78, sd=1.2, outliers=7
('D2014.11.01_S1153_I141', 8): avg=15.1, min=14.5@568, max=43.8@78, sd=1.2, outliers=7
('D2014.11.04_S1154_I141', 1): avg=15.1, min=11.9@296, max=27.5@577, sd=0.7, outliers=11
('D2014.11.04_S1154_I141', 2): avg=15.1, min=11.8@296, max=27.5@577, sd=0.7, outliers=11
('D2014.11.04_S1154_I141', 3): avg=15.1, min=11.8@296, max=27.5@577, sd=0.7, outliers=11
('D2014.11.04_S1154_I141', 4): avg=15.1, min=11.8@296, max=27.5@577, sd=0.7, outliers=11
('D2014.11.04_S1154_I141', 5): avg=15.1, min=11.8@296, max=27.5@577, sd=0.7, outliers=11
('D2014.11.10_S1159_I141', 1): avg=15.1, min=10.4@0, max=26.2@273, sd=0.8, outliers=11
('D2014.11.10_S1159_I141', 2): avg=15.1, min=10.4@0, max=26.2@273, sd=0.8, outliers=13
('D2014.11.10_S1159_I141', 3): avg=15.1, min=10.4@0, max=26.2@273, sd=0.8, outliers=13
('D2014.11.10_S1159_I141', 4): avg=15.1, min=10.4@0, max=26.2@273, sd=0.8, outliers=13
('D2014.11.10_S1159_I141', 5): avg=15.1, min=10.4@0, max=26.2@273, sd=0.8, outliers=13
('D2014.11.10_S1159_I141', 6): avg=15.1, min=10.4@0, max=26.2@273, sd=0.8, outliers=13
('D2014.11.10_S1159_I141', 7): avg=15.1, min=10.4@0, max=26.2@273, sd=0.8, outliers=13
('D2014.11.10_S1159_I141', 8): avg=15.1, min=10.4@0, max=26.2@273, sd=0.8, outliers=13
('D2014.11.10_S1159_I141', 9): avg=15.1, min=10.5@0, max=26.2@273, sd=0.8, outliers=13
('D2014.11.10_S1160_I141', 1): avg=15.1, min=5.2@463, max=33.5@658, sd=1.0, outliers=15
('D2014.11.10_S1160_I141', 2): avg=15.1, min=5.2@463, max=33.5@658, sd=1.0, outliers=15
('D2014.11.10_S1160_I141', 3): avg=15.1, min=5.2@463, max=33.5@658, sd=1.0, outliers=15
('D2014.11.12_S1161_I141', 1): avg=15.1, min=8.2@75, max=33.9@457, sd=1.1, outliers=14
('D2014.11.12_S1161_I141', 2): avg=15.1, min=8.1@75, max=33.9@457, sd=1.2, outliers=14
('D2014.11.12_S1161_I141', 3): avg=15.1, min=8.1@75, max=33.9@457, sd=1.2, outliers=14
('D2014.11.12_S1161_I141', 4): avg=15.1, min=8.1@75, max=33.9@457, sd=1.2, outliers=14
('D2014.11.12_S1161_I141', 5): avg=15.1, min=8.1@75, max=33.9@457, sd=1.2, outliers=14
('D2014.11.12_S1161_I141', 6): avg=15.1, min=8.1@75, max=33.9@457, sd=1.2, outliers=14
('D2014.11.12_S1161_I141', 7): avg=15.1, min=8.1@75, max=33.9@457, sd=1.2, outliers=14
('D2014.11.12_S1161_I141', 8): avg=15.1, min=8.1@75, max=34.1@457, sd=1.2, outliers=14
('D2014.11.12_S1161_I141', 9): avg=15.1, min=8.1@75, max=34.1@457, sd=1.2, outliers=14
('D2014.11.12_S1161_I141', 10): avg=15.1, min=8.1@75, max=34.1@457, sd=1.2, outliers=14
('D2014.11.12_S1161_I141', 11): avg=15.1, min=8.1@75, max=34.1@457, sd=1.2, outliers=15
('D2014.11.12_S1161_I141', 12): avg=15.1, min=8.1@75, max=34.1@457, sd=1.2, outliers=15
('D2014.11.15_S1162_I141', 1): avg=15.1, min=9.6@172, max=28.0@183, sd=0.9, outliers=9
('D2014.11.15_S1162_I141', 2): avg=15.1, min=9.6@172, max=28.0@183, sd=1.0, outliers=9
('D2014.11.15_S1162_I141', 3): avg=15.1, min=9.6@172, max=28.0@183, sd=1.0, outliers=9
('D2014.11.15_S1162_I141', 4): avg=15.1, min=9.6@172, max=28.0@183, sd=1.0, outliers=9
('D2014.11.15_S1162_I141', 5): avg=15.1, min=9.6@172, max=28.0@183, sd=1.0, outliers=9
('D2014.11.17_S1164_I141', 1): avg=15.1, min=9.9@556, max=21.6@198, sd=0.6, outliers=12
('D2014.11.17_S1164_I141', 2): avg=15.1, min=10.0@556, max=23.2@198, sd=0.6, outliers=13
('D2014.11.17_S1164_I141', 3): avg=15.1, min=10.0@556, max=23.2@198, sd=0.6, outliers=13
('D2014.11.17_S1164_I141', 4): avg=15.1, min=10.0@556, max=23.2@198, sd=0.6, outliers=15
('D2014.11.17_S1164_I141', 5): avg=15.1, min=10.0@556, max=23.2@198, sd=0.8, outliers=18
('D2014.11.17_S1164_I141', 6): avg=15.1, min=10.0@556, max=23.2@198, sd=0.8, outliers=18
('D2014.11.17_S1164_I141', 7): avg=15.1, min=10.0@556, max=23.2@198, sd=0.8, outliers=18
('D2014.11.17_S1164_I141', 8): avg=15.1, min=10.0@556, max=23.2@198, sd=0.8, outliers=20
('D2014.11.17_S1164_I141', 9): avg=15.1, min=10.0@556, max=23.2@198, sd=0.8, outliers=20
('D2014.11.17_S1164_I141', 10): avg=15.1, min=10.0@556, max=23.2@198, sd=0.8, outliers=21
('D2014.11.19_S1165_I141', 1): avg=15.1, min=12.9@551, max=30.0@180, sd=0.8, outliers=8
('D2014.11.19_S1165_I141', 2): avg=15.1, min=4.2@562, max=30.4@561, sd=1.1, outliers=8
('D2014.11.19_S1165_I141', 3): avg=15.1, min=4.2@562, max=30.4@561, sd=1.1, outliers=8
('D2014.11.19_S1165_I141', 4): avg=15.1, min=4.2@562, max=30.4@561, sd=1.1, outliers=9
('D2014.11.22_S1168_I141', 1): avg=15.1, min=7.0@275, max=28.4@287, sd=0.9, outliers=14
('D2014.11.22_S1168_I141', 2): avg=15.1, min=7.0@275, max=28.4@287, sd=1.0, outliers=14
('D2014.11.22_S1168_I141', 3): avg=15.1, min=7.0@275, max=28.2@287, sd=1.0, outliers=14
('D2014.11.22_S1168_I141', 4): avg=15.1, min=7.0@275, max=28.2@287, sd=1.0, outliers=14
('D2014.11.22_S1168_I141', 5): avg=15.1, min=8.8@276, max=28.2@287, sd=0.9, outliers=17
('D2014.11.22_S1169_I141', 1): avg=15.1, min=10.0@484, max=30.4@282, sd=1.0, outliers=6
('D2014.11.22_S1169_I141', 2): avg=15.1, min=10.0@484, max=30.4@282, sd=1.0, outliers=6
('D2014.11.22_S1169_I141', 3): avg=15.1, min=9.9@484, max=30.4@282, sd=1.0, outliers=8
('D2014.11.22_S1169_I141', 4): avg=15.1, min=9.9@484, max=30.4@282, sd=1.0, outliers=8
('D2014.11.22_S1169_I141', 5): avg=15.1, min=9.9@484, max=30.4@282, sd=1.0, outliers=8
('D2014.11.22_S1169_I141', 6): avg=15.1, min=9.9@484, max=30.4@282, sd=1.0, outliers=8
('D2014.11.22_S1169_I141', 7): avg=15.1, min=9.9@484, max=30.4@282, sd=1.0, outliers=8
('D2014.11.24_S1170_I141', 1): avg=15.1, min=7.7@467, max=28.9@84, sd=0.8, outliers=8
('D2014.11.24_S1170_I141', 2): avg=15.1, min=7.7@467, max=28.9@84, sd=0.8, outliers=8
('D2014.11.24_S1170_I141', 3): avg=15.1, min=7.7@467, max=28.9@84, sd=0.8, outliers=8
('D2014.11.24_S1170_I141', 4): avg=15.1, min=7.7@467, max=28.9@84, sd=0.8, outliers=8
('D2014.11.24_S1170_I141', 5): avg=15.1, min=7.7@467, max=28.9@84, sd=0.8, outliers=8
('D2014.11.27_S1172_I141', 1): avg=15.0, min=12.0@549, max=22.8@576, sd=0.4, outliers=10
('D2014.11.27_S1172_I141', 2): avg=15.0, min=12.0@549, max=22.9@576, sd=0.5, outliers=10
('D2014.11.27_S1172_I141', 3): avg=15.0, min=12.0@549, max=22.9@576, sd=0.5, outliers=10
('D2014.11.27_S1172_I141', 4): avg=15.0, min=12.0@549, max=22.9@576, sd=0.5, outliers=11
('D2014.11.27_S1172_I141', 5): avg=15.0, min=12.0@549, max=22.9@576, sd=0.5, outliers=12
('D2014.11.27_S1172_I141', 6): avg=15.0, min=12.0@549, max=22.9@576, sd=0.5, outliers=12
('D2014.12.02_S1176_I141', 1): avg=15.1, min=11.1@176, max=25.4@374, sd=0.6, outliers=9
('D2014.12.02_S1176_I141', 2): avg=15.1, min=11.1@176, max=25.5@374, sd=0.7, outliers=9
('D2014.12.02_S1176_I141', 3): avg=15.1, min=11.1@176, max=25.5@374, sd=0.7, outliers=11
('D2014.12.02_S1176_I141', 4): avg=15.1, min=11.1@176, max=25.6@374, sd=0.7, outliers=10
('D2014.12.03_S1178_I141', 1): avg=15.1, min=14.9@440, max=25.2@270, sd=0.8, outliers=9
('D2014.12.03_S1178_I141', 2): avg=15.1, min=14.9@440, max=25.2@270, sd=0.8, outliers=9
('D2014.12.03_S1178_I141', 3): avg=15.1, min=14.6@509, max=25.2@270, sd=0.8, outliers=9
('D2014.12.03_S1178_I141', 4): avg=15.1, min=14.6@509, max=25.2@270, sd=0.8, outliers=10
('D2014.12.03_S1178_I141', 5): avg=15.1, min=14.6@509, max=25.2@270, sd=0.8, outliers=10
('D2014.12.03_S1178_I141', 6): avg=15.1, min=14.6@509, max=25.3@270, sd=0.8, outliers=10
('D2014.12.03_S1178_I141', 7): avg=15.1, min=14.6@509, max=25.3@270, sd=0.8, outliers=10
('D2014.12.03_S1178_I141', 8): avg=15.1, min=14.6@509, max=25.3@270, sd=0.8, outliers=10
('D2014.12.03_S1178_I141', 9): avg=15.1, min=14.6@509, max=25.3@270, sd=0.8, outliers=10
('D2014.12.03_S1178_I141', 10): avg=15.1, min=14.6@186, max=25.3@270, sd=0.8, outliers=10
('D2014.12.03_S1178_I141', 11): avg=15.1, min=14.6@186, max=25.3@270, sd=0.8, outliers=10
('D2014.12.06_S1182_I141', 1): avg=15.1, min=9.1@482, max=25.9@670, sd=0.9, outliers=14
('D2014.12.06_S1182_I141', 2): avg=15.1, min=9.1@482, max=25.8@670, sd=0.9, outliers=14
('D2014.12.06_S1182_I141', 3): avg=15.1, min=7.0@188, max=25.8@670, sd=1.0, outliers=16
('D2014.12.06_S1182_I141', 4): avg=15.1, min=7.0@188, max=25.7@670, sd=1.0, outliers=16
('D2014.12.06_S1182_I141', 5): avg=15.1, min=6.9@188, max=25.5@670, sd=1.0, outliers=16
('D2014.12.06_S1182_I141', 6): avg=15.1, min=6.8@188, max=25.5@670, sd=1.0, outliers=16
('D2014.12.06_S1183_I141', 1): avg=15.1, min=9.8@558, max=25.2@663, sd=0.8, outliers=13
('D2014.12.06_S1183_I141', 2): avg=15.1, min=9.8@558, max=25.2@663, sd=0.8, outliers=14
('D2014.12.06_S1183_I141', 3): avg=15.1, min=9.7@558, max=25.2@663, sd=0.8, outliers=14
('D2014.12.06_S1183_I141', 4): avg=15.1, min=9.7@558, max=25.2@663, sd=0.8, outliers=14
('D2014.12.06_S1183_I141', 5): avg=15.1, min=9.6@558, max=25.2@663, sd=0.8, outliers=14
('D2014.12.08_S1184_I141', 1): avg=15.1, min=12.3@302, max=23.4@71, sd=0.7, outliers=13
('D2014.12.08_S1184_I141', 2): avg=15.1, min=12.3@302, max=23.4@71, sd=0.6, outliers=13
('D2014.12.08_S1184_I141', 3): avg=15.1, min=12.2@302, max=23.4@71, sd=0.7, outliers=13
('D2014.12.08_S1184_I141', 4): avg=15.1, min=12.2@302, max=23.4@71, sd=0.7, outliers=13
('D2014.12.08_S1184_I141', 5): avg=15.1, min=10.7@286, max=23.2@71, sd=0.7, outliers=16
('D2014.12.08_S1184_I141', 6): avg=15.1, min=10.6@286, max=23.2@71, sd=0.7, outliers=17
('D2014.12.08_S1184_I141', 7): avg=15.1, min=10.6@286, max=22.9@71, sd=0.7, outliers=19
('D2014.12.08_S1184_I141', 8): avg=15.1, min=10.6@286, max=22.9@71, sd=0.7, outliers=19
('D2014.12.08_S1184_I141', 9): avg=15.1, min=10.4@286, max=22.9@71, sd=0.7, outliers=19
('D2014.12.08_S1184_I141', 10): avg=15.1, min=4.9@475, max=26.8@474, sd=1.0, outliers=17
('D2014.12.08_S1184_I141', 11): avg=15.1, min=4.9@475, max=26.8@474, sd=1.0, outliers=15
('D2014.12.08_S1184_I141', 12): avg=15.1, min=4.9@475, max=26.8@474, sd=1.0, outliers=16
('D2014.12.13_S1186_I141', 1): avg=15.1, min=10.0@69, max=24.8@482, sd=0.7, outliers=11
('D2014.12.13_S1186_I141', 2): avg=15.1, min=9.6@258, max=24.9@482, sd=0.8, outliers=13
('D2014.12.13_S1186_I141', 3): avg=15.1, min=9.5@258, max=24.8@482, sd=0.7, outliers=14
('D2014.12.13_S1186_I141', 4): avg=15.1, min=9.5@258, max=24.9@482, sd=0.7, outliers=14
('D2014.12.13_S1186_I141', 5): avg=15.1, min=9.5@258, max=24.9@482, sd=0.7, outliers=14
('D2014.12.13_S1186_I141', 6): avg=15.1, min=9.5@258, max=25.1@482, sd=0.8, outliers=14
('D2014.12.13_S1186_I141', 7): avg=15.1, min=9.5@258, max=25.3@482, sd=0.8, outliers=14
('D2014.12.13_S1186_I141', 8): avg=15.1, min=9.5@258, max=25.3@482, sd=0.8, outliers=14
('D2014.12.13_S1186_I141', 9): avg=15.1, min=9.5@258, max=25.3@482, sd=0.8, outliers=14
('D2014.12.13_S1186_I141', 10): avg=15.1, min=9.5@258, max=25.3@482, sd=0.8, outliers=14
('D2014.12.15_S1187_I141', 1): avg=15.1, min=14.9@370, max=25.3@284, sd=0.6, outliers=7
('D2014.12.15_S1187_I141', 2): avg=15.1, min=14.8@155, max=25.3@284, sd=0.6, outliers=7
('D2014.12.15_S1187_I141', 3): avg=15.1, min=14.6@155, max=25.3@284, sd=0.6, outliers=8
('D2014.12.15_S1187_I141', 4): avg=15.1, min=14.6@155, max=25.3@284, sd=0.6, outliers=8
('D2014.12.15_S1187_I141', 5): avg=15.1, min=14.3@376, max=25.3@284, sd=0.6, outliers=9
('D2014.12.15_S1187_I141', 6): avg=15.1, min=14.3@376, max=25.3@284, sd=0.6, outliers=9
('D2014.12.15_S1187_I141', 7): avg=15.1, min=14.3@376, max=25.3@284, sd=0.6, outliers=9
('D2014.12.15_S1187_I141', 8): avg=15.1, min=14.1@376, max=25.3@284, sd=0.6, outliers=9
('D2014.12.15_S1188_I141', 1): avg=15.0, min=9.3@54, max=20.5@451, sd=0.4, outliers=9
('D2014.12.15_S1188_I141', 2): avg=15.0, min=9.3@54, max=20.5@451, sd=0.4, outliers=9
('D2014.12.15_S1188_I141', 3): avg=15.0, min=9.2@54, max=20.5@451, sd=0.4, outliers=9
('D2014.12.15_S1188_I141', 4): avg=15.0, min=9.2@54, max=20.4@451, sd=0.4, outliers=9
('D2014.12.15_S1188_I141', 5): avg=15.0, min=9.2@54, max=20.4@451, sd=0.4, outliers=9
('D2014.12.15_S1188_I141', 6): avg=15.0, min=9.2@54, max=20.4@451, sd=0.4, outliers=11
('D2014.12.15_S1188_I141', 7): avg=15.0, min=9.2@54, max=21.0@149, sd=0.5, outliers=12
('D2014.12.15_S1188_I141', 8): avg=15.0, min=9.2@54, max=21.0@149, sd=0.5, outliers=12
('D2014.12.15_S1188_I141', 9): avg=15.0, min=7.9@73, max=22.3@72, sd=0.7, outliers=12
('D2014.12.15_S1188_I141', 10): avg=15.0, min=7.9@73, max=22.4@72, sd=0.7, outliers=12
('D2014.12.15_S1188_I141', 11): avg=15.0, min=7.9@73, max=22.4@72, sd=0.7, outliers=13
('D2014.12.15_S1188_I141', 12): avg=15.0, min=8.4@73, max=22.3@72, sd=0.7, outliers=14
('D2014.12.22_S1190_I141', 1): avg=15.0, min=13.8@71, max=20.9@98, sd=0.4, outliers=6
('D2014.12.22_S1190_I141', 2): avg=15.0, min=13.8@71, max=20.9@98, sd=0.4, outliers=6
('D2014.12.24_S1191_I141', 1): avg=15.0, min=9.8@79, max=22.7@288, sd=0.5, outliers=6
('D2014.12.24_S1191_I141', 2): avg=15.0, min=9.8@79, max=22.7@288, sd=0.5, outliers=6
('D2014.12.24_S1191_I141', 3): avg=15.0, min=9.8@79, max=22.7@288, sd=0.5, outliers=6
('D2014.12.24_S1191_I141', 4): avg=15.0, min=9.8@79, max=22.7@288, sd=0.5, outliers=6
('D2014.12.24_S1191_I141', 5): avg=15.0, min=7.1@285, max=22.7@288, sd=0.6, outliers=8
('D2014.12.24_S1191_I141', 6): avg=15.0, min=7.1@285, max=22.9@288, sd=0.6, outliers=8
('D2014.12.24_S1192_I141', 1): avg=15.0, min=6.6@570, max=20.3@361, sd=0.4, outliers=4
('D2014.12.24_S1192_I141', 2): avg=15.0, min=6.6@570, max=20.3@361, sd=0.4, outliers=4
('D2014.12.24_S1192_I141', 3): avg=15.0, min=6.6@570, max=20.3@361, sd=0.4, outliers=4
('D2014.12.24_S1192_I141', 4): avg=15.0, min=6.6@570, max=20.3@361, sd=0.4, outliers=4
('D2014.12.24_S1192_I141', 5): avg=15.0, min=6.6@570, max=20.3@361, sd=0.4, outliers=4
('D2014.12.24_S1192_I141', 6): avg=15.0, min=6.6@570, max=20.4@361, sd=0.5, outliers=6
('D2014.12.24_S1192_I141', 7): avg=15.0, min=6.6@570, max=20.4@361, sd=0.5, outliers=8
('D2015.01.03_S1195_I141', 1): avg=15.0, min=5.2@487, max=23.5@197, sd=0.5, outliers=5
('D2015.01.03_S1195_I141', 2): avg=15.0, min=5.2@487, max=23.6@197, sd=0.6, outliers=5
('D2015.01.03_S1195_I141', 3): avg=15.0, min=5.0@487, max=23.7@197, sd=0.6, outliers=5
('D2015.01.03_S1195_I141', 4): avg=15.0, min=5.0@487, max=23.7@197, sd=0.6, outliers=6
('D2015.01.03_S1195_I141', 5): avg=15.0, min=5.0@487, max=23.8@197, sd=0.6, outliers=6
('D2015.01.03_S1195_I141', 6): avg=15.0, min=5.0@487, max=24.0@197, sd=0.6, outliers=6
('D2015.01.05_S1197_I141', 2): avg=15.0, min=7.3@166, max=18.6@469, sd=0.5, outliers=5
('D2015.01.05_S1197_I141', 3): avg=15.0, min=7.3@166, max=19.7@469, sd=0.5, outliers=6
('D2015.01.05_S1197_I141', 4): avg=15.0, min=7.3@166, max=20.2@469, sd=0.5, outliers=6
('D2015.01.05_S1197_I141', 5): avg=15.0, min=7.3@166, max=21.2@469, sd=0.5, outliers=8
('D2015.01.05_S1197_I141', 6): avg=15.0, min=7.3@166, max=21.7@469, sd=0.5, outliers=8
('D2015.01.05_S1197_I141', 7): avg=15.0, min=7.3@166, max=22.8@469, sd=0.6, outliers=8
('D2015.01.05_S1197_I141', 8): avg=15.0, min=7.3@166, max=23.3@469, sd=0.6, outliers=9
('D2015.01.05_S1197_I141', 9): avg=15.0, min=7.3@166, max=23.5@469, sd=0.6, outliers=9
('D2015.01.14_S1201_I141', 1): avg=15.0, min=14.9@73, max=22.4@473, sd=0.5, outliers=5
('D2015.01.14_S1201_I141', 2): avg=15.0, min=14.9@13, max=22.2@473, sd=0.5, outliers=5
('D2015.01.14_S1201_I141', 3): avg=15.0, min=14.8@248, max=22.1@473, sd=0.5, outliers=5
('D2015.01.14_S1201_I141', 4): avg=15.0, min=14.6@513, max=22.1@473, sd=0.5, outliers=5
('D2015.01.14_S1201_I141', 5): avg=15.0, min=10.6@81, max=22.1@473, sd=0.5, outliers=7
('D2015.01.14_S1201_I141', 6): avg=15.0, min=10.6@81, max=22.1@473, sd=0.5, outliers=9
('D2015.01.14_S1201_I141', 7): avg=15.0, min=10.6@81, max=22.1@473, sd=0.5, outliers=10
('D2015.01.14_S1201_I141', 8): avg=15.0, min=10.6@81, max=22.1@473, sd=0.5, outliers=10
('D2015.01.15_S1202_I141', 1): avg=15.0, min=9.3@483, max=32.7@371, sd=0.8, outliers=5
('D2015.01.15_S1202_I141', 2): avg=15.0, min=9.3@483, max=32.7@371, sd=0.8, outliers=5
('D2015.01.15_S1202_I141', 3): avg=15.0, min=9.3@483, max=32.7@371, sd=0.8, outliers=5
('D2015.01.15_S1202_I141', 4): avg=15.0, min=9.3@483, max=32.7@371, sd=0.8, outliers=5
('D2015.01.15_S1202_I141', 5): avg=15.0, min=9.1@483, max=32.7@371, sd=0.8, outliers=5
('D2015.01.15_S1202_I141', 6): avg=15.0, min=9.1@483, max=32.7@371, sd=0.8, outliers=5
('D2015.01.15_S1202_I141', 7): avg=15.0, min=7.9@481, max=32.7@371, sd=0.9, outliers=7
('D2015.01.15_S1202_I141', 8): avg=15.0, min=7.9@481, max=32.7@371, sd=0.9, outliers=7
('D2015.01.15_S1202_I141', 9): avg=15.0, min=7.9@481, max=32.7@371, sd=0.9, outliers=7
('D2015.01.17_S1203_I141', 1): avg=15.1, min=14.4@376, max=26.7@190, sd=0.6, outliers=6
('D2015.01.17_S1203_I141', 2): avg=15.1, min=14.4@376, max=26.7@190, sd=0.6, outliers=6
('D2015.01.17_S1203_I141', 3): avg=15.1, min=14.4@376, max=26.7@190, sd=0.6, outliers=6
('D2015.01.17_S1203_I141', 4): avg=15.1, min=14.4@376, max=26.7@190, sd=0.6, outliers=6
('D2015.01.17_S1203_I141', 5): avg=15.1, min=14.4@376, max=26.7@190, sd=0.6, outliers=6
('D2015.01.17_S1203_I141', 6): avg=15.1, min=14.4@376, max=26.7@190, sd=0.6, outliers=7
('D2015.01.17_S1203_I141', 7): avg=15.1, min=14.4@212, max=26.7@190, sd=0.7, outliers=8
('D2015.01.21_S1205_I141', 1): avg=15.0, min=7.9@164, max=19.5@461, sd=0.4, outliers=8
('D2015.01.21_S1205_I141', 2): avg=15.0, min=7.9@164, max=19.5@461, sd=0.4, outliers=8
('D2015.01.21_S1205_I141', 3): avg=15.0, min=7.8@164, max=19.5@461, sd=0.4, outliers=8
('D2015.01.21_S1205_I141', 4): avg=15.0, min=7.8@164, max=19.5@461, sd=0.4, outliers=8
('D2015.01.21_S1205_I141', 5): avg=15.0, min=7.7@164, max=19.5@461, sd=0.4, outliers=8
('D2015.01.21_S1205_I141', 6): avg=15.0, min=7.7@164, max=19.5@461, sd=0.4, outliers=9
('D2015.01.21_S1206_I141', 1): avg=15.0, min=7.6@551, max=20.3@279, sd=0.5, outliers=10
('D2015.01.21_S1206_I141', 2): avg=15.0, min=7.6@551, max=20.3@279, sd=0.5, outliers=10
('D2015.01.21_S1206_I141', 3): avg=15.0, min=7.6@551, max=20.3@279, sd=0.5, outliers=10
('D2015.01.21_S1206_I141', 4): avg=15.0, min=7.5@551, max=20.3@279, sd=0.5, outliers=10
('D2015.01.21_S1207_I141', 1): avg=15.0, min=8.3@156, max=20.6@62, sd=0.4, outliers=6
('D2015.01.21_S1207_I141', 2): avg=15.0, min=8.2@156, max=20.6@62, sd=0.4, outliers=6
('D2015.01.21_S1207_I141', 3): avg=15.0, min=8.2@156, max=20.6@62, sd=0.4, outliers=7
('D2015.01.21_S1207_I141', 4): avg=15.0, min=8.2@156, max=20.6@62, sd=0.4, outliers=8
('D2015.01.21_S1207_I141', 5): avg=15.0, min=8.2@156, max=20.7@62, sd=0.4, outliers=7
('D2015.01.21_S1207_I141', 6): avg=15.0, min=8.2@156, max=20.7@62, sd=0.4, outliers=6
('D2015.01.24_S1208_I141', 1): avg=15.1, min=11.5@566, max=28.8@378, sd=0.7, outliers=10
('D2015.01.24_S1208_I141', 2): avg=15.1, min=11.5@566, max=28.7@378, sd=0.7, outliers=10
('D2015.01.24_S1208_I141', 3): avg=15.1, min=11.5@566, max=36.5@377, sd=0.9, outliers=8
('D2015.01.24_S1208_I141', 4): avg=15.1, min=11.5@566, max=36.5@377, sd=0.9, outliers=8
('D2015.01.24_S1208_I141', 5): avg=15.1, min=11.5@566, max=36.5@377, sd=0.9, outliers=8
